Row ID;Row Name;disableParam_NT;iconId;rank;sortGroupId;spEffectId0;spEffectId1;spEffectId2;itemGetTutorialFlagId;swordArtsParamId;mountValue;sellValue;saleValue;sortId;compTrophySedId;trophySeqId;configurableWepAttr00;configurableWepAttr01;configurableWepAttr02;configurableWepAttr03;configurableWepAttr04;configurableWepAttr05;configurableWepAttr06;configurableWepAttr07;configurableWepAttr08;configurableWepAttr09;configurableWepAttr10;configurableWepAttr11;configurableWepAttr12;configurableWepAttr13;configurableWepAttr14;configurableWepAttr15;rarity;configurableWepAttr16;configurableWepAttr17;configurableWepAttr18;configurableWepAttr19;configurableWepAttr20;configurableWepAttr21;configurableWepAttr22;configurableWepAttr23;isDiscard;isDrop;isDeposit;disableMultiDropShare;showDialogCondType;showLogCondType;defaultWepAttr;canMountWep_Dagger;canMountWep_SwordNormal;canMountWep_SwordLarge;canMountWep_SwordGigantic;canMountWep_SaberNormal;canMountWep_SaberLarge;canMountWep_katana;canMountWep_SwordDoubleEdge;canMountWep_SwordPierce;canMountWep_RapierHeavy;canMountWep_AxeNormal;canMountWep_AxeLarge;canMountWep_HammerNormal;canMountWep_HammerLarge;canMountWep_Flail;canMountWep_SpearNormal;canMountWep_SpearLarge;canMountWep_SpearHeavy;canMountWep_SpearAxe;canMountWep_Sickle;canMountWep_Knuckle;canMountWep_Claw;canMountWep_Whip;canMountWep_AxhammerLarge;canMountWep_BowSmall;canMountWep_BowNormal;canMountWep_BowLarge;canMountWep_ClossBow;canMountWep_Ballista;canMountWep_Staff;canMountWep_Sorcery;canMountWep_Talisman;canMountWep_ShieldSmall;canMountWep_ShieldNormal;canMountWep_ShieldLarge;canMountWep_Torch;spEffectMsgId0;spEffectMsgId1;spEffectId_forAtk0;spEffectId_forAtk1;spEffectId_forAtk2;mountWepTextId
10;test gem 1;2047;48;536870911;127;0;0;255;-1;-1;-1;0;101;0;0;-1;999999;-1;-1;0;2;0;-1;-1;-1;-1;-1;-1;
20;test gem 2;2047;48;536870911;127;0;0;255;100;-1;-1;0;-1;0;0;-1;999999;-1;-1;0;2;0;-1;-1;-1;-1;-1;-1;
30;test gem 3;2047;48;536870911;127;0;0;255;-1;-1;-1;0;-1;0;0;-1;999999;-1;-1;0;2;0;-1;-1;-1;-1;-1;-1;
40;;2047;53;536870911;127;21000;0;255;2300;2810;-1;710600;100;0;100;0;999999;-1;-1;1;2;0;2300;2810;-1;-1;-1;-1;
41;;2047;53;536870911;127;21001;0;255;-1;-1;-1;710600;100;0;100;0;999999;-1;-1;1;2;0;6405;6505;6405;6505;-1;-1;
80;;2047;48;536870911;127;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;-1;0;2;0;-1;-1;-1;-1;-1;-1;
81;;2047;48;536870911;127;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;-1;0;2;0;-1;-1;-1;-1;-1;-1;
82;;2047;48;536870911;127;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;-1;0;2;0;-1;-1;-1;-1;-1;-1;
83;;2047;48;536870911;127;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;-1;0;2;0;-1;-1;-1;-1;-1;-1;
84;;2047;48;536870911;127;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;-1;0;2;0;-1;-1;-1;-1;-1;-1;
85;;2047;48;536870911;127;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;-1;0;2;0;-1;-1;-1;-1;-1;-1;
86;;2047;48;536870911;127;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;-1;0;2;0;-1;-1;-1;-1;-1;-1;
